"","X","id","submitter","authors","title","comments","journal.ref","doi","report.no","categories","license","abstract","versions","update_date","authors_parsed","v1_date"
"217",217,"0704.2184","Andreas von Kienlin","William Paciesas","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"218",218,"0704.2184","Andreas von Kienlin","Robert
  Preece","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"219",219,"0704.2184","Andreas von Kienlin","and Colleen Wilson-Hodge","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"220",220,"0704.2192","Dr. Michael T. Wolff","Michael T. Wolff","Comptonization and the Spectra of Accretion-Powered X-Ray Pulsars","6 Pages, 2 Figures, To appear in ""The Multicoloured Landscape of
  Compact Objects and their Explosive Progenitors"" (Cefalu, Sicily, June 2006).
  Eds. L. Burderi et al. (New York: AIP)","AIPConf.Proc.924:496-501,2007","10.1063/1.2774900","","astro-ph","","  Accretion-powered X-ray pulsars are among the most luminous X-ray sources in
the Galaxy. However, despite decades of theoretical and observational work
since their discovery, no satisfactory model for the formation of the observed
X-ray spectra has emerged. In this paper, we report on a self-consistent
calculation of the spectrum emerging from a pulsar accretion column that
includes an explicit treatment of the bulk and thermal Comptonization occurring
in the radiation-dominated shocks that form in the accretion flows. Using a
rigorous eigenfunction expansion method, we obtain a closed-form expression for
the Green's function describing the upscattering of monochromatic radiation
injected into the column. The Green's function is convolved with
bremsstrahlung, cyclotron, and blackbody source terms to calculate the emergent
photon spectrum. We show that energization of photons in the shock naturally
produces an X-ray spectrum with a relatively flat continuum and a high-energy
exponential cutoff. Finally, we demonstrate that our model yields good
agreement with the spectra of the bright pulsar Her X-1 and the low luminosity
pulsar X Per.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 18:45:26 GMT'}]","2008-11-26","[['Wolff', 'Michael T.', ''], ['Becker', 'Peter A.', ''], ['Wolfram', 'Kenneth D.', '']]","2007-04-17"
"221",221,"0704.2192","Dr. Michael T. Wolff","Peter A. Becker","Comptonization and the Spectra of Accretion-Powered X-Ray Pulsars","6 Pages, 2 Figures, To appear in ""The Multicoloured Landscape of
  Compact Objects and their Explosive Progenitors"" (Cefalu, Sicily, June 2006).
  Eds. L. Burderi et al. (New York: AIP)","AIPConf.Proc.924:496-501,2007","10.1063/1.2774900","","astro-ph","","  Accretion-powered X-ray pulsars are among the most luminous X-ray sources in
the Galaxy. However, despite decades of theoretical and observational work
since their discovery, no satisfactory model for the formation of the observed
X-ray spectra has emerged. In this paper, we report on a self-consistent
calculation of the spectrum emerging from a pulsar accretion column that
includes an explicit treatment of the bulk and thermal Comptonization occurring
in the radiation-dominated shocks that form in the accretion flows. Using a
rigorous eigenfunction expansion method, we obtain a closed-form expression for
the Green's function describing the upscattering of monochromatic radiation
injected into the column. The Green's function is convolved with
bremsstrahlung, cyclotron, and blackbody source terms to calculate the emergent
photon spectrum. We show that energization of photons in the shock naturally
produces an X-ray spectrum with a relatively flat continuum and a high-energy
exponential cutoff. Finally, we demonstrate that our model yields good
agreement with the spectra of the bright pulsar Her X-1 and the low luminosity
pulsar X Per.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 18:45:26 GMT'}]","2008-11-26","[['Wolff', 'Michael T.', ''], ['Becker', 'Peter A.', ''], ['Wolfram', 'Kenneth D.', '']]","2007-04-17"
"222",222,"0704.2192","Dr. Michael T. Wolff","Kenneth D. Wolfram","Comptonization and the Spectra of Accretion-Powered X-Ray Pulsars","6 Pages, 2 Figures, To appear in ""The Multicoloured Landscape of
  Compact Objects and their Explosive Progenitors"" (Cefalu, Sicily, June 2006).
  Eds. L. Burderi et al. (New York: AIP)","AIPConf.Proc.924:496-501,2007","10.1063/1.2774900","","astro-ph","","  Accretion-powered X-ray pulsars are among the most luminous X-ray sources in
the Galaxy. However, despite decades of theoretical and observational work
since their discovery, no satisfactory model for the formation of the observed
X-ray spectra has emerged. In this paper, we report on a self-consistent
calculation of the spectrum emerging from a pulsar accretion column that
includes an explicit treatment of the bulk and thermal Comptonization occurring
in the radiation-dominated shocks that form in the accretion flows. Using a
rigorous eigenfunction expansion method, we obtain a closed-form expression for
the Green's function describing the upscattering of monochromatic radiation
injected into the column. The Green's function is convolved with
bremsstrahlung, cyclotron, and blackbody source terms to calculate the emergent
photon spectrum. We show that energization of photons in the shock naturally
produces an X-ray spectrum with a relatively flat continuum and a high-energy
exponential cutoff. Finally, we demonstrate that our model yields good
agreement with the spectra of the bright pulsar Her X-1 and the low luminosity
pulsar X Per.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 18:45:26 GMT'}]","2008-11-26","[['Wolff', 'Michael T.', ''], ['Becker', 'Peter A.', ''], ['Wolfram', 'Kenneth D.', '']]","2007-04-17"
"223",223,"0704.2201","Hassan Satori","H. Satori","Arabic Speech Recognition System using CMU-Sphinx4","5 pages, 3 figures and 2 tables, in French","","","","cs.CL cs.AI","","  In this paper we present the creation of an Arabic version of Automated
Speech Recognition System (ASR). This system is based on the open source
Sphinx-4, from the Carnegie Mellon University. Which is a speech recognition
system based on discrete hidden Markov models (HMMs). We investigate the
changes that must be made to the model to adapt Arabic voice recognition.
  Keywords: Speech recognition, Acoustic model, Arabic language, HMMs,
CMUSphinx-4, Artificial intelligence.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 17:04:26 GMT'}]","2007-05-23","[['Satori', 'H.', ''], ['Harti', 'M.', ''], ['Chenfour', 'N.', '']]","2007-04-17"
"224",224,"0704.2201","Hassan Satori","M. Harti and N. Chenfour","Arabic Speech Recognition System using CMU-Sphinx4","5 pages, 3 figures and 2 tables, in French","","","","cs.CL cs.AI","","  In this paper we present the creation of an Arabic version of Automated
Speech Recognition System (ASR). This system is based on the open source
Sphinx-4, from the Carnegie Mellon University. Which is a speech recognition
system based on discrete hidden Markov models (HMMs). We investigate the
changes that must be made to the model to adapt Arabic voice recognition.
  Keywords: Speech recognition, Acoustic model, Arabic language, HMMs,
CMUSphinx-4, Artificial intelligence.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 17:04:26 GMT'}]","2007-05-23","[['Satori', 'H.', ''], ['Harti', 'M.', ''], ['Chenfour', 'N.', '']]","2007-04-17"
"225",225,"0704.2338","Andreas von Kienlin","G. G. Lichti","INTEGRAL and Multiwavelength Observations of the Blazar Mrk 421 during
  an Active Phase","2 pages, 3 figures; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:371-372,2007","10.1063/1.2757357","","astro-ph","","  A ToO observation of the TeV-emitting blazar Mrk 421 with INTEGRAL was
triggered in June 2006 by an increase of the RXTE count rate to more than 30
mCrab. The source was then observed with all INTEGRAL instruments with the
exception of the spectrometer SPI for a total exposure of 829 ks. During this
time several outbursts were observed by IBIS and JEM-X. Multiwavelength
observations were immediately triggered and the source was observed at radio,
optical and X-ray wavelengths up to TeV energies. The data obtained during
these observations are analysed with respect to spectral evolution and
correlated variability. Preliminary results of the analysis are presented in
this poster.
","[{'version': 'v1', 'created': 'Wed, 18 Apr 2007 12:48:30 GMT'}]","2009-06-23","[['Lichti', 'G. G.', ''], ['Bottacini', 'E.', ''], ['Charlot', 'P.', ''], ['Collmar', 'W.', ''], ['Horan', 'D.', ''], ['von Kienlin', 'A.', ''], ['Laehteenmaeki', 'A.', ''], ['Nilsson', 'K.', ''], ['Petry', 'D.', ''], ['Sillanpaeae', 'A.', ''], ['Tornikoski', 'M.', ''], ['Weekes', 'T.', '']]","2007-04-18"
"226",226,"0704.2338","Andreas von Kienlin","E. Bottacini","INTEGRAL and Multiwavelength Observations of the Blazar Mrk 421 during
  an Active Phase","2 pages, 3 figures; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:371-372,2007","10.1063/1.2757357","","astro-ph","","  A ToO observation of the TeV-emitting blazar Mrk 421 with INTEGRAL was
triggered in June 2006 by an increase of the RXTE count rate to more than 30
mCrab. The source was then observed with all INTEGRAL instruments with the
exception of the spectrometer SPI for a total exposure of 829 ks. During this
time several outbursts were observed by IBIS and JEM-X. Multiwavelength
observations were immediately triggered and the source was observed at radio,
optical and X-ray wavelengths up to TeV energies. The data obtained during
these observations are analysed with respect to spectral evolution and
correlated variability. Preliminary results of the analysis are presented in
this poster.
","[{'version': 'v1', 'created': 'Wed, 18 Apr 2007 12:48:30 GMT'}]","2009-06-23","[['Lichti', 'G. G.', ''], ['Bottacini', 'E.', ''], ['Charlot', 'P.', ''], ['Collmar', 'W.', ''], ['Horan', 'D.', ''], ['von Kienlin', 'A.', ''], ['Laehteenmaeki', 'A.', ''], ['Nilsson', 'K.', ''], ['Petry', 'D.', ''], ['Sillanpaeae', 'A.', ''], ['Tornikoski', 'M.', ''], ['Weekes', 'T.', '']]","2007-04-18"
"227",227,"0704.2338","Andreas von Kienlin","P. Charlot","INTEGRAL and Multiwavelength Observations of the Blazar Mrk 421 during
  an Active Phase","2 pages, 3 figures; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:371-372,2007","10.1063/1.2757357","","astro-ph","","  A ToO observation of the TeV-emitting blazar Mrk 421 with INTEGRAL was
triggered in June 2006 by an increase of the RXTE count rate to more than 30
mCrab. The source was then observed with all INTEGRAL instruments with the
exception of the spectrometer SPI for a total exposure of 829 ks. During this
time several outbursts were observed by IBIS and JEM-X. Multiwavelength
observations were immediately triggered and the source was observed at radio,
optical and X-ray wavelengths up to TeV energies. The data obtained during
these observations are analysed with respect to spectral evolution and
correlated variability. Preliminary results of the analysis are presented in
this poster.
","[{'version': 'v1', 'created': 'Wed, 18 Apr 2007 12:48:30 GMT'}]","2009-06-23","[['Lichti', 'G. G.', ''], ['Bottacini', 'E.', ''], ['Charlot', 'P.', ''], ['Collmar', 'W.', ''], ['Horan', 'D.', ''], ['von Kienlin', 'A.', ''], ['Laehteenmaeki', 'A.', ''], ['Nilsson', 'K.', ''], ['Petry', 'D.', ''], ['Sillanpaeae', 'A.', ''], ['Tornikoski', 'M.', ''], ['Weekes', 'T.', '']]","2007-04-18"
